name,address,website,phone_number,reviews_count,reviews_average,place_type,opens_at,search_category,search_area,pincode,google_map_link,sheet_category
"Shree Krishna physiotherapy & rehab centre","Serene view, Road No.12, Madhavapuri Hills, PJR Enclave, PJR Layout, Hyderabad, Telangana 500050","","","14","5","Physiotherapy Center"," · Opens 9am","Rehab Hospital","Miyapur","500050","https://www.google.com/maps/search/?api=1&query=Shree+Krishna+physiotherapy+%26+rehab+centre+Serene+view%2C+Road+No.12%2C+Madhavapuri+Hills%2C+PJR+Enclave%2C+PJR+Layout%2C+Hyderabad%2C+Telangana+500050","Rehab_Hospital"
"Universal Physiotherapy and Rehabilitation Center","Plot No 1, Sri Jahnavi Plaza First Floor, Mayuri Nagar Miyapur to Nizampet, Hi-Tension Lane, Miyapur, Telangana 500049","","089084 64748","142","4.9","Physiotherapy Center"," · Opens 9am","Rehab Hospital","Miyapur","500049","https://www.google.com/maps/search/?api=1&query=Universal+Physiotherapy+and+Rehabilitation+Center+Plot+No+1%2C+Sri+Jahnavi+Plaza+First+Floor%2C+Mayuri+Nagar+Miyapur+to+Nizampet%2C+Hi-Tension+Lane%2C+Miyapur%2C+Telangana+500049","Rehab_Hospital"
".","Nagarjuna Enclave, Miyapur, Hyderabad, Telangana 500049","","","59","3.7","Association / Organization","","Rehab Hospital","Miyapur","500049","https://www.google.com/maps/search/?api=1&query=.+Nagarjuna+Enclave%2C+Miyapur%2C+Hyderabad%2C+Telangana+500049","Rehab_Hospital"
"Selah Rehabilitation Centre","Plot No. 701, KSR Layout, PJR Layout, Chanda Nagar, Hyderabad, Telangana 500050","","095502 61209","1","5","Alcoholism treatment program"," · Opens 9am","Rehab Hospital","Miyapur","500050","https://www.google.com/maps/search/?api=1&query=Selah+Rehabilitation+Centre+Plot+No.+701%2C+KSR+Layout%2C+PJR+Layout%2C+Chanda+Nagar%2C+Hyderabad%2C+Telangana+500050","Rehab_Hospital"
"Siddharth hospital physiotherapy rehabilitation center","Madinaguda. Main road .beside south india shapping mall, Hyderabad, Telangana 500049","","088979 07976","294","4.9","Physiotherapy Center","","Rehab Hospital","Miyapur","500049","https://www.google.com/maps/search/?api=1&query=Siddharth+hospital+physiotherapy+rehabilitation+center+Madinaguda.+Main+road+.beside+south+india+shapping+mall%2C+Hyderabad%2C+Telangana+500049","Rehab_Hospital"
"Speed Physiotherapy","1st Floor, Delta, CLUB HOUSE, PJR Enclave, Janapriya Nile Valley, Chandanagar, Hyderabad, Telangana 500050","","091218 48489","15","4.9","Physiotherapy Center"," · Opens 8:30am","Rehab Hospital","Miyapur","500050","https://www.google.com/maps/search/?api=1&query=Speed+Physiotherapy+1st+Floor%2C+Delta%2C+CLUB+HOUSE%2C+PJR+Enclave%2C+Janapriya+Nile+Valley%2C+Chandanagar%2C+Hyderabad%2C+Telangana+500050","Rehab_Hospital"
"YUVA PHYSIOTHERAPY CLINIC","Shop No.6, H.NO B1-13, Railway Station Road, HUDA Colony, Chanda Nagar, Hyderabad, Telangana 500050","","093811 63105","56","4.9","Physiotherapy Center"," · Opens 7am","Rehab Hospital","Miyapur","500050","https://www.google.com/maps/search/?api=1&query=YUVA+PHYSIOTHERAPY+CLINIC+Shop+No.6%2C+H.NO+B1-13%2C+Railway+Station+Road%2C+HUDA+Colony%2C+Chanda+Nagar%2C+Hyderabad%2C+Telangana+500050","Rehab_Hospital"
"Dr DIVYA SWETHA | Sai Medha Speciality Clinics | Physiotherapy & Rehabilitation","Flat G8, Serene View Apartment Complex, PJR Enclave Rd, Madhavapuri Hills, PJR Enclave, PJR Layout, Chanda Nagar, Hyderabad, Telangana 500050","saimedhaspecialityclinics.com","079959 18882","138","4.8","Medical clinic"," · Opens 5pm","Rehab Hospital","Miyapur","500050","https://www.google.com/maps/search/?api=1&query=Dr+DIVYA+SWETHA+%7C+Sai+Medha+Speciality+Clinics+%7C+Physiotherapy+%26+Rehabilitation+Flat+G8%2C+Serene+View+Apartment+Complex%2C+PJR+Enclave+Rd%2C+Madhavapuri+Hills%2C+PJR+Enclave%2C+PJR+Layout%2C+Chanda+Nagar%2C+Hyderabad%2C+Telangana+500050","Rehab_Hospital"
"Spandana Physiotherapy and Rehabilitation Clinic","1st floor, R.K.ELITE, 4-106/1, near Anu furnitures, behind Mutooth finance, Gangaram, Chanda Nagar, Hyderabad, Telangana 500050","","098485 97878","228","4.8","Physiotherapist"," · Opens 9:30am","Rehab Hospital","Miyapur","500050","https://www.google.com/maps/search/?api=1&query=Spandana+Physiotherapy+and+Rehabilitation+Clinic+1st+floor%2C+R.K.ELITE%2C+4-106%2F1%2C+near+Anu+furnitures%2C+behind+Mutooth+finance%2C+Gangaram%2C+Chanda+Nagar%2C+Hyderabad%2C+Telangana+500050","Rehab_Hospital"
"Sri rekha physiotherapy clinic","Shop no 4, RBR complex, block 1, Miyapur, Hyderabad, Telangana 500049","","090323 46460","73","4.9","Physiotherapist"," · Opens 10am","Rehab Hospital","Miyapur","500049","https://www.google.com/maps/search/?api=1&query=Sri+rekha+physiotherapy+clinic+Shop+no+4%2C+RBR+complex%2C+block+1%2C+Miyapur%2C+Hyderabad%2C+Telangana+500049","Rehab_Hospital"
"Regain Physiotherapy Clinic","sarojini plaza, Road No. 6, Madhavapuri Hills, PJR Enclave, PJR Layout, ma, Madeenaguda, Hyderabad, Telangana 500050","","095500 69696","22","4.8","Physiotherapy Center"," · Opens 9am","Rehab Hospital","Miyapur","500050","https://www.google.com/maps/search/?api=1&query=Regain+Physiotherapy+Clinic+sarojini+plaza%2C+Road+No.+6%2C+Madhavapuri+Hills%2C+PJR+Enclave%2C+PJR+Layout%2C+ma%2C+Madeenaguda%2C+Hyderabad%2C+Telangana+500050","Rehab_Hospital"
"Champion special School and Therapy Centre","Flat no.27P, Manjeera Rd, above Baloons Unlimited, Gangaram, Engineers Enclave, Chanda Nagar, Hyderabad, Telangana 500050","championspecialschool.com","070322 55053","78","4.6","Rehabilitation center"," · Opens 8am","Rehab Hospital","Miyapur","500050","https://www.google.com/maps/search/?api=1&query=Champion+special+School+and+Therapy+Centre+Flat+no.27P%2C+Manjeera+Rd%2C+above+Baloons+Unlimited%2C+Gangaram%2C+Engineers+Enclave%2C+Chanda+Nagar%2C+Hyderabad%2C+Telangana+500050","Rehab_Hospital"
"Butterfly Therapy Center - speech therapy & occupational & special education school","Flat No 315, Butterfly Therapy Center, Rd Number 10, PJR Colony, Deepthisri Nagar, Madeenaguda, Hyderabad, Telangana 500049","butterflytherapycenter.in","087908 22080","131","4.6","Speech & Hearing Specialist"," · Opens 8am","Rehab Hospital","Miyapur","500049","https://www.google.com/maps/search/?api=1&query=Butterfly+Therapy+Center+-+speech+therapy+%26+occupational+%26+special+education+school+Flat+No+315%2C+Butterfly+Therapy+Center%2C+Rd+Number+10%2C+PJR+Colony%2C+Deepthisri+Nagar%2C+Madeenaguda%2C+Hyderabad%2C+Telangana+500049","Rehab_Hospital"
"movewell physiotherapy rehabilitation center","","","095159 02974","1","5","Physiotherapy Center"," · Opens 10am","Rehab Hospital","Miyapur","500050,","https://www.google.com/maps/search/?api=1&query=movewell+physiotherapy+rehabilitation+center+nan","Rehab_Hospital"
"LIVE WELL REHABILITATION NETWORK CHANDANAGAR","Door No 4/127/1, Plot No 5, near Chandanagar, Chanda Nagar, Serilingampalle (M), Hyderabad, Telangana 500050","livewellrehabilitationnetwork.com","083410 10028","46","4.8","Child psychologist"," · Opens 9am","Rehab Hospital","Miyapur","500050","https://www.google.com/maps/search/?api=1&query=LIVE+WELL+REHABILITATION+NETWORK+CHANDANAGAR+Door+No+4%2F127%2F1%2C+Plot+No+5%2C+near+Chandanagar%2C+Chanda+Nagar%2C+Serilingampalle+%28M%29%2C+Hyderabad%2C+Telangana+500050","Rehab_Hospital"
"APPLE REHABILITATION CENTRE ,FOR CHILDREN WITH SPECIAL NEEDS","HUDA COLONY,MANJIRA, H- 6-95-17/A/1, Pipeline Rd, ROD, Hyderabad, Telangana 500050","arccdc.com","","20","5","School center"," · Opens 8am","Rehab Hospital","Miyapur","500050","https://www.google.com/maps/search/?api=1&query=APPLE+REHABILITATION+CENTRE+%2CFOR+CHILDREN+WITH+SPECIAL+NEEDS+HUDA+COLONY%2CMANJIRA%2C+H-+6-95-17%2FA%2F1%2C+Pipeline+Rd%2C+ROD%2C+Hyderabad%2C+Telangana+500050","Rehab_Hospital"
"Dr Solomon Raju @ Tree of life physiotherapy & rehabilitation","Cure super speciality ortho clinics Lane adjacent to tipsy topsy bakers, near anu furnitures, Chanda Nagar, Telangana 500050","","099087 87196","32","5","Physiotherapy Center"," · Opens 11am","Rehab Hospital","Miyapur","500050","https://www.google.com/maps/search/?api=1&query=Dr+Solomon+Raju+%40+Tree+of+life+physiotherapy+%26+rehabilitation+Cure+super+speciality+ortho+clinics+Lane+adjacent+to+tipsy+topsy+bakers%2C+near+anu+furnitures%2C+Chanda+Nagar%2C+Telangana+500050","Rehab_Hospital"
"ARYAM PHYSIOTHERAPY & REHAB","2nd , 3rd & 4th Floor, Aryam Health care, 8-2-20, NH65, Allwyn X Road, Widia Colony, Hafeezpet, Miyapur, Hyderabad, Telangana 500049","","086391 51947","43","5","Home health care service"," · Opens 8am","Rehab Hospital","Miyapur","500049","https://www.google.com/maps/search/?api=1&query=ARYAM+PHYSIOTHERAPY+%26+REHAB+2nd+%2C+3rd+%26+4th+Floor%2C+Aryam+Health+care%2C+8-2-20%2C+NH65%2C+Allwyn+X+Road%2C+Widia+Colony%2C+Hafeezpet%2C+Miyapur%2C+Hyderabad%2C+Telangana+500049","Rehab_Hospital"
"Veritas Hospitals and Rehabilitation Center","Plot no:31& 32, Khanammet, Ghousia Masjid Rd, Kondapur, Hyderabad, Telangana 500084","veritashospitals.com","098480 00098","177","4.8","Rehabilitation center","","Rehab Hospital","Miyapur","500084","https://www.google.com/maps/search/?api=1&query=Veritas+Hospitals+and+Rehabilitation+Center+Plot+no%3A31%26+32%2C+Khanammet%2C+Ghousia+Masjid+Rd%2C+Kondapur%2C+Hyderabad%2C+Telangana+500084","Rehab_Hospital"
"Aayush Care RehabIitation&Nursing Care Center","plot no 136, 1-19-80, near Pace school, behind Poulomi Hospitals, Rukminipuri Colony, Dr. A. S. Rao Nagar, Telangana 500062","aayushcare.in","095151 07143","141","4.9","Rehabilitation center","","Rehab Hospital","Goutham Nagar","500062","https://www.google.com/maps/search/?api=1&query=Aayush+Care+RehabIitation%26Nursing+Care+Center+plot+no+136%2C+1-19-80%2C+near+Pace+school%2C+behind+Poulomi+Hospitals%2C+Rukminipuri+Colony%2C+Dr.+A.+S.+Rao+Nagar%2C+Telangana+500062","Rehab_Hospital"
"Sai Supriya Therapy Centre","H, 20-145, 2nd St, opp. Electrical Sub-Station, Dayanand Nagar, Surya Complex, Dayananad Nagar, Malkajgiri, Hyderabad, Secunderabad, Telangana 500047","saisupriyatherapycentre.com","090307 66873","20","4.8","Medical Center"," · Opens 9am","Rehab Hospital","Goutham Nagar","500047","https://www.google.com/maps/search/?api=1&query=Sai+Supriya+Therapy+Centre+H%2C+20-145%2C+2nd+St%2C+opp.+Electrical+Sub-Station%2C+Dayanand+Nagar%2C+Surya+Complex%2C+Dayananad+Nagar%2C+Malkajgiri%2C+Hyderabad%2C+Secunderabad%2C+Telangana+500047","Rehab_Hospital"
"Cure Rehab Private Limited","Rehabilitation Department, inside St. Theresa Hospital, Sundar Nagar, Erragadda, Hyderabad, Telangana 500038","curerehabpvtltd.in","0120 524 4456","25","4.8","Rehabilitation center","Open 24 hours","Rehab Hospital","Jagadgirigutta","500038","https://www.google.com/maps/search/?api=1&query=Cure+Rehab+Private+Limited+Rehabilitation+Department%2C+inside+St.+Theresa+Hospital%2C+Sundar+Nagar%2C+Erragadda%2C+Hyderabad%2C+Telangana+500038","Rehab_Hospital"
"Jeeva Hospitals and Rehabilitation Centre","3rd Floor, GCR EAST ZONE, Plot.No: 2D, Chintalkunta Checkpost Upas, Akshvani Nagar Colony, Mallikarjuna Nagar, Jahangir Nagar Colony, L. B. Nagar, Hyderabad, Telangana 500074","jeevahospitalsrehab.com","081210 85522","40","4.9","Hospital","","Rehab Hospital","Jagadgirigutta","500074","https://www.google.com/maps/search/?api=1&query=Jeeva+Hospitals+and+Rehabilitation+Centre+3rd+Floor%2C+GCR+EAST+ZONE%2C+Plot.No%3A+2D%2C+Chintalkunta+Checkpost+Upas%2C+Akshvani+Nagar+Colony%2C+Mallikarjuna+Nagar%2C+Jahangir+Nagar+Colony%2C+L.+B.+Nagar%2C+Hyderabad%2C+Telangana+500074","Rehab_Hospital"
"Raksha Health Care - Somajiguda | Stroke Rehabilitation Center Hyderabad | Neuro Care | Paralysis Rehab & Recovery Center","H.no:#6, 3-1246, Raj Bhavan Rd, Sangeet Nagar, Somajiguda, Hyderabad, Telangana 500082","rakshahealthcarecentre.com","099499 59994","68","4.7","Rehabilitation center","","Rehab Hospital","Jagadgirigutta","500082","https://www.google.com/maps/search/?api=1&query=Raksha+Health+Care+-+Somajiguda+%7C+Stroke+Rehabilitation+Center+Hyderabad+%7C+Neuro+Care+%7C+Paralysis+Rehab+%26+Recovery+Center+H.no%3A%236%2C+3-1246%2C+Raj+Bhavan+Rd%2C+Sangeet+Nagar%2C+Somajiguda%2C+Hyderabad%2C+Telangana+500082","Rehab_Hospital"
"Revive Physiotherapy & Rehabilitation Centre - Kphb, Kukatpally | Hyderabad","First Floor, S.R Meridian, Plot No- 11, KPHB 5th Phase Rd, beside PanchaBhakshya, opp. SR Bakery, Kukatpally Housing Board Colony, KPHB 5th Phase, Kukatpally, Hyderabad, Telangana 500072","reviverehabphysiotherapy.com","098859 82698","3204","5","Physiotherapist"," · Opens 9am","Rehab Hospital","Jagadgirigutta","500072","https://www.google.com/maps/search/?api=1&query=Revive+Physiotherapy+%26+Rehabilitation+Centre+-+Kphb%2C+Kukatpally+%7C+Hyderabad+First+Floor%2C+S.R+Meridian%2C+Plot+No-+11%2C+KPHB+5th+Phase+Rd%2C+beside+PanchaBhakshya%2C+opp.+SR+Bakery%2C+Kukatpally+Housing+Board+Colony%2C+KPHB+5th+Phase%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500072","Rehab_Hospital"
"Sumani Health And Rehab Clinic","PLOT NO 133&133A, 1st Floor, Munagala Arcade, Mahadevapuram Enclave, Gajularamaram, Hyderabad, Telangana 500055","sumanihealth.com","081219 84646","9","5","Rehabilitation center"," · Opens 7am","Rehab Hospital","Subash Nagar","500055","https://www.google.com/maps/search/?api=1&query=Sumani+Health+And+Rehab+Clinic+PLOT+NO+133%26133A%2C+1st+Floor%2C+Munagala+Arcade%2C+Mahadevapuram+Enclave%2C+Gajularamaram%2C+Hyderabad%2C+Telangana+500055","Rehab_Hospital"
"Lifespan Super Speciality Hospital","22-4/1, near SBI Bank, beside Sub-station, APIIC Colony, Shapur Nagar, Chinthal, Jeedimetla, Hyderabad, Telangana 500055","lifespanhospitals.in","095151 51274","1370","4.7","Hospital","","Rehab Hospital","Subash Nagar","500055","https://www.google.com/maps/search/?api=1&query=Lifespan+Super+Speciality+Hospital+22-4%2F1%2C+near+SBI+Bank%2C+beside+Sub-station%2C+APIIC+Colony%2C+Shapur+Nagar%2C+Chinthal%2C+Jeedimetla%2C+Hyderabad%2C+Telangana+500055","Rehab_Hospital"
"Skanda Hospital - Best hospital in Beeramguda, Ramachandrapuram, HYD.","KSR NRI ANAND NAGAR RESIDENCY, Plot No. 4, Krishna Reddy Pet Rd, beside Bachpan School, Beeramguda, Ramachandrapuram (BHEL Township), Hyderabad, Telangana 502032","","091546 47454","80","4.1","Hospital","","Rehab Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=Skanda+Hospital+-+Best+hospital+in+Beeramguda%2C+Ramachandrapuram%2C+HYD.+KSR+NRI+ANAND+NAGAR+RESIDENCY%2C+Plot+No.+4%2C+Krishna+Reddy+Pet+Rd%2C+beside+Bachpan+School%2C+Beeramguda%2C+Ramachandrapuram+%28BHEL+Township%29%2C+Hyderabad%2C+Telangana+502032","Rehab_Hospital"
"GeNex Hospitals And Rehab","Plot no-2, BHEL Bus Depot Rd, opp. R.C. Puram, Sai Nagar Colony, Patancheruvu, Hyderabad, Telangana 502032","","","4","4","Hospital","","Rehab Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=GeNex+Hospitals+And+Rehab+Plot+no-2%2C+BHEL+Bus+Depot+Rd%2C+opp.+R.C.+Puram%2C+Sai+Nagar+Colony%2C+Patancheruvu%2C+Hyderabad%2C+Telangana+502032","Rehab_Hospital"
"Neuro Rehab specialist @ SRIKARI PHYSIOTHERAPY & REHABILITATION","Shop No: G7, Dolphin's Towers, near BHEL X road, opp. Hotel Kaveri In An Elixir pharmacy, Gouthami Nagar Colony, Jawahar Colony, Chanda Nagar, Hyderabad, Telangana 502032","","099488 12622","13","5","Physiotherapist"," · Opens 10am","Rehab Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=Neuro+Rehab+specialist+%40+SRIKARI+PHYSIOTHERAPY+%26+REHABILITATION+Shop+No%3A+G7%2C+Dolphin%27s+Towers%2C+near+BHEL+X+road%2C+opp.+Hotel+Kaveri+In+An+Elixir+pharmacy%2C+Gouthami+Nagar+Colony%2C+Jawahar+Colony%2C+Chanda+Nagar%2C+Hyderabad%2C+Telangana+502032","Rehab_Hospital"
"Global Physiotherapy Clinic And Rehabilitation Centre","H. No. 1, 13, Old Mumbai Hwy, opposite Khan Plaza, Gouthami Nagar Colony, Jawahar Colony, Chanda Nagar, Hyderabad, Telangana 502032","","098852 00491","1","4","Medical clinic"," · Opens 9:30am","Rehab Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=Global+Physiotherapy+Clinic+And+Rehabilitation+Centre+H.+No.+1%2C+13%2C+Old+Mumbai+Hwy%2C+opposite+Khan+Plaza%2C+Gouthami+Nagar+Colony%2C+Jawahar+Colony%2C+Chanda+Nagar%2C+Hyderabad%2C+Telangana+502032","Rehab_Hospital"
"Dr.K.Lavanya's Physiotherapy & Rehabilitation","1-58/B/2, Ramakrishna Nagar, Hafeezpet, Madeenaguda, Hyderabad, Telangana 500049","","063040 12460","52","4.9","Physiotherapy Center"," · Opens 10am","Rehab Hospital","Hafeezpet","500049","https://www.google.com/maps/search/?api=1&query=Dr.K.Lavanya%27s+Physiotherapy+%26+Rehabilitation+1-58%2FB%2F2%2C+Ramakrishna+Nagar%2C+Hafeezpet%2C+Madeenaguda%2C+Hyderabad%2C+Telangana+500049","Rehab_Hospital"
"Veritas Hospitals and Rehabilitation Center","Plot no:31& 32, Khanammet, Ghousia Masjid Rd, Kondapur, Hyderabad, Telangana 500084","veritashospitals.com","098480 00098","177","4.8","Rehabilitation center","","Rehab Hospital","Hafeezpet","500084","https://www.google.com/maps/search/?api=1&query=Veritas+Hospitals+and+Rehabilitation+Center+Plot+no%3A31%26+32%2C+Khanammet%2C+Ghousia+Masjid+Rd%2C+Kondapur%2C+Hyderabad%2C+Telangana+500084","Rehab_Hospital"
"Niruja Nursing Home","Plot No:1050, JM Plaza, SRIMATHA, Calvary Temple Rd, near East Gate#3, SRIMATHA Housing Society, Mathrusree Nagar, Miyapur, Telangana 500049","galenhealthgroup.com","091699 14444","22","4.8","Hospital","","Rehab Hospital","Hafeezpet","500049","https://www.google.com/maps/search/?api=1&query=Niruja+Nursing+Home+Plot+No%3A1050%2C+JM+Plaza%2C+SRIMATHA%2C+Calvary+Temple+Rd%2C+near+East+Gate%233%2C+SRIMATHA+Housing+Society%2C+Mathrusree+Nagar%2C+Miyapur%2C+Telangana+500049","Rehab_Hospital"
"UDBHAVA HOSPITALS","15, 16, & 17, Plot no 14, Miyapur Rd, behind Navya Grand Hotel, Nandini Nagar, Ambedkar Nagar, Hafeezpet, Hyderabad, Telangana 500049","udbhavahospitals.in","080191 14481","735","3.9","Hospital","","Rehab Hospital","Hafeezpet","500049","https://www.google.com/maps/search/?api=1&query=UDBHAVA+HOSPITALS+15%2C+16%2C+%26+17%2C+Plot+no+14%2C+Miyapur+Rd%2C+behind+Navya+Grand+Hotel%2C+Nandini+Nagar%2C+Ambedkar+Nagar%2C+Hafeezpet%2C+Hyderabad%2C+Telangana+500049","Rehab_Hospital"
"Sree Vinoda Physiotherapy & Rehabilitation Centre","H-No: 3-9/10, RTC Colony, Manjeera Pipeline Road, Madinaguda, Hyderabad, Telangana 500049","","099083 89562","4","4","Physiotherapy Center"," · Opens 10am","Rehab Hospital","Hafeezpet","500049","https://www.google.com/maps/search/?api=1&query=Sree+Vinoda+Physiotherapy+%26+Rehabilitation+Centre+H-No%3A+3-9%2F10%2C+RTC+Colony%2C+Manjeera+Pipeline+Road%2C+Madinaguda%2C+Hyderabad%2C+Telangana+500049","Rehab_Hospital"
"Relief Nursing Home","3, Miyapur - Gachibowli Rd, New Hafeezpet, Aditya Nagar, Hafeezpet, Hyderabad, Telangana 500049","","091546 35339","20","3.5","Hospital","","Rehab Hospital","Hafeezpet","500049","https://www.google.com/maps/search/?api=1&query=Relief+Nursing+Home+3%2C+Miyapur+-+Gachibowli+Rd%2C+New+Hafeezpet%2C+Aditya+Nagar%2C+Hafeezpet%2C+Hyderabad%2C+Telangana+500049","Rehab_Hospital"
"MODERN HEALTH CARE CENTRE","Manjeera Pipeline Rd, Sai Nagar, Hafeezpet, Hyderabad, Telangana 500049","","072070 49676","15","4.3","Private hospital"," · Opens 9:30am","Rehab Hospital","Hafeezpet","500049","https://www.google.com/maps/search/?api=1&query=MODERN+HEALTH+CARE+CENTRE+Manjeera+Pipeline+Rd%2C+Sai+Nagar%2C+Hafeezpet%2C+Hyderabad%2C+Telangana+500049","Rehab_Hospital"
"Stroke & Paralysis Recovery Helpline | Miyapur, Hyderabad – HCAH","Hafeezpet Miyapur, Siddiq Nagar, Gachibowli, Hyderabad, Telangana 500049","hcah.in","079 6580 7233","","","Rehabilitation center","","Rehab Hospital","Hafeezpet","500049","https://www.google.com/maps/search/?api=1&query=Stroke+%26+Paralysis+Recovery+Helpline+%7C+Miyapur%2C+Hyderabad+%E2%80%93+HCAH+Hafeezpet+Miyapur%2C+Siddiq+Nagar%2C+Gachibowli%2C+Hyderabad%2C+Telangana+500049","Rehab_Hospital"
"Pulse Hospital","H.no 4-919/B, New Hafeezpet, Marthanda Nagar, Hafeezpet, Hyderabad, Telangana 500049","","079974 43311","559","4.7","Hospital","","Rehab Hospital","Hafeezpet","500049","https://www.google.com/maps/search/?api=1&query=Pulse+Hospital+H.no+4-919%2FB%2C+New+Hafeezpet%2C+Marthanda+Nagar%2C+Hafeezpet%2C+Hyderabad%2C+Telangana+500049","Rehab_Hospital"
"Malla Reddy Narayana Multispeciality Hospital","1-1-216, Suraram'X' Roads, Jeedimetla, Hyderabad, Telangana 500055","mallareddynarayana.com","087903 87903","8002","4.4","Hospital","Open 24 hours","Rehab Hospital","Suraram","500055","https://www.google.com/maps/search/?api=1&query=Malla+Reddy+Narayana+Multispeciality+Hospital+1-1-216%2C+Suraram%27X%27+Roads%2C+Jeedimetla%2C+Hyderabad%2C+Telangana+500055","Rehab_Hospital"
